Frequency (Hz),Power (dBm)
335309540.9,-92.33414615
335621738.2,-143.4438391
335933935.4,-96.87971341
336246132.7,-131.5554724
336558329.9,-94.86814442
336870527.2,-133.5875311
337182724.5,-91.68361758
337494921.7,-134.4657354
337807119,-91.90111653
338119316.2,-135.3351355
338431513.5,-91.73278144
338743710.7,-141.5754461
339055908,-92.7513678
339368105.3,-134.4898748
339680302.5,-95.67418188
339992499.8,-134.3626928
340304697,-98.33149617
340616894.3,-139.776557
340929091.5,-95.5324344
341241288.8,-134.3170385
341553486,-91.24659033
341865683.3,-131.3974524
342177880.6,-90.29222139
342490077.8,-134.6946936
342802275.1,-93.7379272
343114472.3,-143.8978796
343426669.6,-92.22059773
343738866.8,-130.6803656
344051064.1,-88.85269939
344363261.4,-134.4134283
344675458.6,-98.45645041
344987655.9,-134.1146307
345299853.1,-95.35753662
345612050.4,-136.6710577
345924247.6,-92.35930028
346236444.9,-130.7448492
346548642.1,-90.86916401
346860839.4,-133.459281
347173036.7,-89.37168137
347485233.9,-131.0379858
347797431.2,-88.99938977
348109628.4,-136.9383764
348421825.7,-92.15773144
